order_id,customer_id,order_ts,payload
5145,2,2023-08-14 16:48:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":109,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5146,1,2023-08-15 14:28:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5147,8,2023-08-16 16:34:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":105,""qty"":1},{""product_id"":111,""qty"":4}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5148,6,2023-08-17 13:12:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":101,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5149,7,2023-08-17 21:51:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5150,2,2023-08-19 15:21:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5151,10,2023-08-20 14:54:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":106,""qty"":1},{""product_id"":108,""qty"":1},{""product_id"":104,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5152,3,2023-08-20 11:20:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":2},{""product_id"":106,""qty"":1},{""product_id"":111,""qty"":3}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5153,4,2023-08-20 20:21:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5154,1,2023-08-21 21:55:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":106,""qty"":1},{""product_id"":104,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5155,11,2023-08-22 12:28:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":4},{""product_id"":108,""qty"":2},{""product_id"":105,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5156,9,2023-08-22 10:41:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":112,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5157,8,2023-08-22 21:05:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":2},{""product_id"":112,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5158,3,2023-08-23 19:00:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5159,3,2023-08-24 14:01:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5160,8,2023-08-24 18:27:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5161,6,2023-08-26 14:14:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":2},{""product_id"":106,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5162,4,2023-08-27 17:58:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":107,""qty"":3},{""product_id"":106,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5163,11,2023-08-27 15:04:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":1},{""product_id"":111,""qty"":4},{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5164,10,2023-08-28 18:22:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5165,10,2023-08-29 18:59:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":112,""qty"":1},{""product_id"":103,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5166,3,2023-08-30 17:17:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5167,9,2023-08-30 13:00:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":109,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5168,7,2023-08-30 13:09:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5169,5,2023-09-01 12:03:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":103,""qty"":1},{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5170,12,2023-09-03 16:39:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":104,""qty"":1},{""product_id"":106,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5171,5,2023-09-03 17:45:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5172,3,2023-09-03 11:35:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":106,""qty"":3},{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5173,12,2023-09-04 12:35:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":112,""qty"":1},{""product_id"":105,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5174,10,2023-09-05 17:52:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5175,6,2023-09-05 19:37:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":105,""qty"":1},{""product_id"":111,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5176,7,2023-09-06 21:35:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":105,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5177,9,2023-09-06 10:11:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":101,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5178,5,2023-09-07 13:31:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":112,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5179,1,2023-09-07 12:01:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":3}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5180,8,2023-09-08 14:54:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":105,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5181,8,2023-09-08 15:05:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":109,""qty"":4},{""product_id"":111,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5182,13,2023-09-09 11:21:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5183,5,2023-09-11 09:34:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":3},{""product_id"":105,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5184,1,2023-09-11 09:22:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":104,""qty"":4},{""product_id"":106,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5185,4,2023-09-12 09:29:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":1},{""product_id"":103,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5186,2,2023-09-12 18:03:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5187,12,2023-09-13 15:19:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":4},{""product_id"":102,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5188,10,2023-09-13 14:48:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":108,""qty"":3},{""product_id"":109,""qty"":1},{""product_id"":107,""qty"":3}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5189,13,2023-09-14 15:40:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5190,9,2023-09-14 17:10:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":2},{""product_id"":105,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5191,8,2023-09-16 11:26:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5192,8,2023-09-16 15:21:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":105,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5193,13,2023-09-17 20:37:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":3}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5194,2,2023-09-17 19:55:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":3},{""product_id"":102,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5195,2,2023-09-18 10:33:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":3},{""product_id"":102,""qty"":3},{""product_id"":105,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5196,3,2023-09-19 20:52:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":106,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5197,7,2023-09-20 11:09:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5198,1,2023-09-20 13:27:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":111,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5199,3,2023-09-20 19:48:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5200,4,2023-09-21 10:09:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":106,""qty"":1},{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5201,10,2023-09-21 13:35:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":1},{""product_id"":112,""qty"":2},{""product_id"":107,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5202,13,2023-09-21 11:34:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5203,11,2023-09-22 21:40:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5204,6,2023-09-24 21:18:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":4},{""product_id"":102,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5205,5,2023-09-25 09:22:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":101,""qty"":4},{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5206,13,2023-09-26 11:10:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5207,9,2023-09-27 21:06:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":3},{""product_id"":108,""qty"":1},{""product_id"":107,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5208,5,2023-09-27 11:42:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":108,""qty"":1},{""product_id"":101,""qty"":1},{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5209,2,2023-09-27 16:58:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":105,""qty"":3},{""product_id"":111,""qty"":1},{""product_id"":112,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5210,13,2023-09-28 12:11:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5211,12,2023-09-28 18:18:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":101,""qty"":1},{""product_id"":102,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5212,13,2023-09-29 20:44:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":108,""qty"":1},{""product_id"":109,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5213,13,2023-09-30 17:57:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":101,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5214,13,2023-09-30 11:10:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":101,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5215,5,2023-09-30 16:47:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":106,""qty"":2},{""product_id"":101,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5216,8,2023-10-01 13:33:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":102,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5217,4,2023-10-02 19:45:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":3},{""product_id"":108,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5218,5,2023-10-02 15:53:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5219,11,2023-10-02 15:42:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":103,""qty"":2},{""product_id"":101,""qty"":2},{""product_id"":111,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5220,2,2023-10-04 10:40:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":106,""qty"":2},{""product_id"":109,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5221,7,2023-10-04 11:45:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":112,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5222,13,2023-10-05 16:51:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":103,""qty"":1},{""product_id"":111,""qty"":1},{""product_id"":106,""qty"":4}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5223,5,2023-10-06 16:24:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":111,""qty"":1},{""product_id"":108,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5224,2,2023-10-06 18:13:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5225,1,2023-10-07 17:42:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":105,""qty"":2},{""product_id"":108,""qty"":2},{""product_id"":104,""qty"":1}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5226,1,2023-10-08 19:01:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":105,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5227,2,2023-10-09 12:40:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5228,6,2023-10-09 09:44:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":101,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5229,6,2023-10-10 15:51:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":101,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5230,12,2023-10-12 10:37:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5231,1,2023-10-13 18:06:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":2},{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5232,6,2023-10-13 09:52:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":108,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5233,11,2023-10-15 13:51:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5234,5,2023-10-15 10:31:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":104,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5235,11,2023-10-16 11:57:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":111,""qty"":3}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5236,2,2023-10-16 17:32:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":112,""qty"":3},{""product_id"":104,""qty"":3},{""product_id"":102,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5237,4,2023-10-17 20:53:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5238,6,2023-10-17 21:40:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5239,1,2023-10-18 16:28:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5240,3,2023-10-18 11:19:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":112,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5241,4,2023-10-19 16:38:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5242,4,2023-10-20 17:48:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5243,8,2023-10-20 19:10:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":105,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5244,1,2023-10-20 17:57:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":104,""qty"":2},{""product_id"":103,""qty"":2},{""product_id"":106,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5245,7,2023-10-21 13:46:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":105,""qty"":1},{""product_id"":112,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5246,9,2023-10-22 14:41:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":2},{""product_id"":106,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5247,8,2023-10-23 09:04:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":104,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5248,11,2023-10-24 15:45:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":109,""qty"":2},{""product_id"":111,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5249,1,2023-10-24 19:31:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5250,13,2023-10-24 18:21:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":2},{""product_id"":101,""qty"":1},{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5251,12,2023-10-25 19:38:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5252,9,2023-10-26 11:46:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":106,""qty"":1},{""product_id"":111,""qty"":1},{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5253,6,2023-10-26 11:19:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5254,11,2023-10-27 18:23:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5255,4,2023-10-27 15:10:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":102,""qty"":1},{""product_id"":109,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5256,1,2023-10-28 09:37:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":101,""qty"":4},{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5257,1,2023-10-29 14:28:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":104,""qty"":2},{""product_id"":101,""qty"":1},{""product_id"":109,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5258,3,2023-10-29 10:10:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":107,""qty"":2},{""product_id"":108,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5259,1,2023-10-30 20:42:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":101,""qty"":1},{""product_id"":107,""qty"":2},{""product_id"":105,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5260,10,2023-11-01 19:46:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":112,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5261,10,2023-11-01 14:09:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":1},{""product_id"":109,""qty"":1},{""product_id"":111,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5262,6,2023-11-02 09:56:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":2},{""product_id"":107,""qty"":1}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5263,12,2023-11-03 20:42:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5264,11,2023-11-03 10:16:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":105,""qty"":3},{""product_id"":112,""qty"":3},{""product_id"":103,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5265,7,2023-11-03 12:05:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":1},{""product_id"":108,""qty"":4}],""promo"":{""applied"":false,""code"":null}}"
5266,4,2023-11-04 11:42:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":111,""qty"":4}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5267,11,2023-11-04 19:24:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":111,""qty"":3},{""product_id"":107,""qty"":2},{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5268,9,2023-11-04 15:41:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":107,""qty"":2}],""promo"":{""applied"":true,""code"":""SAVE10""}}"
5269,6,2023-11-05 14:51:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":102,""qty"":4}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5270,9,2023-11-05 17:30:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":112,""qty"":4},{""product_id"":106,""qty"":3}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5271,13,2023-11-05 12:24:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":106,""qty"":2},{""product_id"":104,""qty"":2},{""product_id"":108,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5272,11,2023-11-07 10:50:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5273,7,2023-11-08 14:14:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":2},{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5274,7,2023-11-09 12:06:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":108,""qty"":3},{""product_id"":109,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5275,12,2023-11-09 17:26:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":104,""qty"":1},{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5276,9,2023-11-12 16:15:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":104,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5277,8,2023-11-12 17:53:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":103,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5278,6,2023-11-13 12:25:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":108,""qty"":2},{""product_id"":112,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5279,5,2023-11-13 19:51:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":105,""qty"":2}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5280,3,2023-11-14 20:57:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":111,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5281,1,2023-11-15 17:46:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":107,""qty"":4}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5282,13,2023-11-15 20:06:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":102,""qty"":4},{""product_id"":107,""qty"":2}],""promo"":{""applied"":true,""code"":""FREESHIP""}}"
5283,13,2023-11-16 19:15:00,"{""channel"":""store"",""device"":""pos"",""items"":[{""product_id"":111,""qty"":1},{""product_id"":103,""qty"":3}],""promo"":{""applied"":false,""code"":null}}"
5284,10,2023-11-17 10:44:00,"{""channel"":""app"",""device"":""android"",""items"":[{""product_id"":101,""qty"":4}],""promo"":{""applied"":true,""code"":""WELCOME5""}}"
5285,5,2023-11-19 16:25:00,"{""channel"":""app"",""device"":""ios"",""items"":[{""product_id"":104,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5286,2,2023-11-21 11:40:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":107,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5287,12,2023-11-21 16:32:00,"{""channel"":""web"",""device"":""desktop"",""items"":[{""product_id"":102,""qty"":2},{""product_id"":111,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
5288,4,2023-11-21 11:24:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":101,""qty"":3},{""product_id"":103,""qty"":1}],""promo"":{""applied"":false,""code"":null}}"
5289,5,2023-11-23 20:30:00,"{""channel"":""web"",""device"":""mobile"",""items"":[{""product_id"":105,""qty"":2},{""product_id"":102,""qty"":2}],""promo"":{""applied"":false,""code"":null}}"
